uniprot_id,entry_id,gene,protein_name,length,subcellular_location,ensembl_ids,n_binding_sites,binding_sites,keywords,disease,n_transmem
Q68CJ9,CR3L3_HUMAN,CREB3L3,Cyclic AMP-responsive element-binding protein 3-like protein 3,461,Endoplasmic reticulum membrane; Nucleus;,ENST00000078445.7;ENST00000595923.5;ENST00000602147.1;ENST00000602257.5,0,,Activator;Alternative splicing;Disease variant;DNA-binding;Endoplasmic reticulum;Glycoprotein;Isopeptide bond;Membrane;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Signal-anchor;Transcription;Transcription regulation;Transmembrane;Transmembrane helix;Ubl conjugation;Unfolded protein response,Hypertriglyceridemia 2;,1
Q9NZA1,CLIC5_HUMAN,CLIC5,Chloride intracellular channel protein 5,410,"Cytoplasm, cytoskeleton; Cytoplasm, cell cortex; Membrane; Apical cell membrane; Cytoplasm; Mitochondrion; Cell projection, stereocilium; Golgi apparatus; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;",ENST00000185206.12;ENST00000339561.12;ENST00000544153.3,0,,3D-structure;Alternative splicing;Cell membrane;Cell projection;Chloride;Chloride channel;Cytoplasm;Cytoskeleton;Deafness;Golgi apparatus;Hearing;Ion channel;Ion transport;Membrane;Mitochondrion;Non-syndromic deafness;Oxidoreductase;Proteomics identification;Reference proteome;Sensory transduction;Transmembrane;Transmembrane helix;Transport;Vision;Voltage-gated channel,"Deafness, autosomal recessive, 103;",1
Q15811,ITSN1_HUMAN,ITSN1,Intersectin-1,1721,"Endomembrane system; Synapse, synaptosome; Cell projection, lamellipodium; Cell membrane; Membrane, clathrin-coated pit; Recycling endosome; Endosome; Cytoplasmic vesicle; Cytoplasm; Endomembrane system; Nucleus envelope; Endomembrane system;",ENST00000381291.8;ENST00000381318.8;ENST00000399338.8;ENST00000399349.5;ENST00000399352.5;ENST00000399353.5;ENST00000399367.7,13,66:Ca(2+);68:Ca(2+);70:Ca(2+);72:Ca(2+);77:Ca(2+);267:Ca(2+);269:Ca(2+);271:Ca(2+);273:Ca(2+);278:Ca(2+);1667:Ca(2+);1670:Ca(2+);1673:Ca(2+),3D-structure;Alternative splicing;Calcium;Cell membrane;Cell projection;Coated pit;Coiled coil;Cytoplasm;Cytoplasmic vesicle;Endocytosis;Endosome;Exocytosis;Host-virus interaction;Membrane;Metal-binding;Nucleus;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Repeat;SH3 domain;Synapse;Synaptosome;Transport,,0
P17706,PTN2_HUMAN,PTPN2,Tyrosine-protein phosphatase non-receptor type 2,415,Endoplasmic reticulum; Endoplasmic reticulum-Golgi intermediate compartment; Nucleus; Cytoplasm; Cell membrane;,ENST00000309660.10;ENST00000327283.7;ENST00000353319.8;ENST00000591115.5,3,182:substrate;216:substrate;260:substrate,3D-structure;Alternative splicing;Cell membrane;Cytoplasm;Endoplasmic reticulum;Hydrolase;Membrane;Nucleus;Phosphoprotein;Protein phosphatase;Proteomics identification;Reference proteome;S-nitrosylation,,0
P56817,BACE1_HUMAN,BACE1,Beta-secretase 1,501,"Cell membrane; Golgi apparatus, trans-Golgi network; Endoplasmic reticulum; Endosome; Cell surface; Cytoplasmic vesicle membrane; Membrane raft; Lysosome; Late endosome; Early endosome; Recycling endosome; Cell projection, axon; Cell projection, dendrite;",ENST00000313005.11;ENST00000392937.10;ENST00000428381.6;ENST00000445823.6;ENST00000510630.5;ENST00000513780.5,0,,3D-structure;Acetylation;Alternative splicing;Aspartyl protease;Cell membrane;Cell projection;Cytoplasmic vesicle;Direct protein sequencing;Disulfide bond;Endoplasmic reticulum;Endosome;Glycoprotein;Golgi apparatus;Hydrolase;Isopeptide bond;Lipoprotein;Lysosome;Membrane;Palmitate;Phosphoprotein;Protease;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix;Ubl conjugation;Zymogen,,1
P52948,NUP98_HUMAN,NUP98,Nuclear pore complex protein Nup98-Nup96,1817,"Nucleus membrane; Nucleus, nuclear pore complex; Nucleus, nucleoplasm; Nucleus membrane;",ENST00000324932.12;ENST00000355260.8;ENST00000359171.8;ENST00000397004.9;ENST00000397007.10;ENST00000700606.1;ENST00000851290.1;ENST00000915310.1;ENST00000915312.1;ENST00000915314.1,0,,3D-structure;Acetylation;Alternative splicing;Autocatalytic cleavage;Chromosomal rearrangement;Direct protein sequencing;Host-virus interaction;Hydrolase;Isopeptide bond;Membrane;mRNA transport;Nuclear pore complex;Nucleus;Phosphoprotein;Protease;Protein transport;Proteomics identification;Reference proteome;Repeat;Serine protease;Translocation;Transport;Ubl conjugation,; ; ; ; ; ; ; ; ; ;,0
P04049,RAF1_HUMAN,RAF1,RAF proto-oncogene serine/threonine-protein kinase,648,Cytoplasm; Cell membrane; Mitochondrion; Nucleus;,ENST00000251849.9;ENST00000442415.7;ENST00000685653.1;ENST00000691899.1;ENST00000900375.1;ENST00000900377.1;ENST00000900381.1;ENST00000900382.1;ENST00000900383.1;ENST00000941484.1;ENST00000941486.1;ENST00000941488.1;ENST00000941490.1;ENST00000941491.1;ENST00000941492.1;ENST00000941494.1;ENST00000941495.1;ENST00000941496.1,10,139:Zn(2+);152:Zn(2+);155:Zn(2+);165:Zn(2+);168:Zn(2+);173:Zn(2+);176:Zn(2+);184:Zn(2+);355:ATP;375:ATP,3D-structure;Alternative splicing;ATP-binding;Cardiomyopathy;Cell membrane;Cytoplasm;Deafness;Direct protein sequencing;Disease variant;Kinase;Membrane;Metal-binding;Methylation;Mitochondrion;Nucleotide-binding;Nucleus;Phosphoprotein;Proteomics identification;Proto-oncogene;Reference proteome;Serine/threonine-protein kinase;Transferase;Zinc;Zinc-finger,"Noonan syndrome 5; LEOPARD syndrome 2; Cardiomyopathy, dilated, 1NN;",0
Q9NPE6,SPAG4_HUMAN,SPAG4,Sperm-associated antigen 4 protein,437,"Membrane; Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, flagellum axoneme; Nucleus envelope; Nucleus inner membrane;",ENST00000374273.8,0,,Cell projection;Cilium;Coiled coil;Cytoplasm;Cytoskeleton;Differentiation;Flagellum;Membrane;Nucleus;Proteomics identification;Reference proteome;Spermatogenesis;Transmembrane;Transmembrane helix,,2
O43900,PRIC3_HUMAN,PRICKLE3,Prickle planar cell polarity protein 3,615,Cytoplasm; Cell membrane; Mitochondrion;,ENST00000599218.6,0,,Alternative splicing;Cell membrane;Cilium biogenesis/degradation;Cytoplasm;Developmental protein;Disease variant;Leber hereditary optic neuropathy;LIM domain;Membrane;Metal-binding;Mitochondrion;Phosphoprotein;Primary mitochondrial disease;Proteomics identification;Reference proteome;Repeat;Zinc,"Leber hereditary optic neuropathy, modifier;",0
Q674R7,ATG9B_HUMAN,ATG9B,Autophagy-related protein 9B,924,Preautophagosomal structure membrane;,ENST00000469530.4;ENST00000605952.5;ENST00000639579.2,0,,3D-structure;Alternative splicing;Autophagy;Lipid transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport,,4
Q92824,PCSK5_HUMAN,PCSK5,Proprotein convertase subtilisin/kexin type 5,1860,Secreted; Endomembrane system;,ENST00000376752.9;ENST00000545128.5,0,,Alternative splicing;Cleavage on pair of basic residues;Glycoprotein;Hydrolase;Membrane;Pregnancy;Protease;Proteomics identification;Reference proteome;Repeat;Secreted;Serine protease;Signal;Transmembrane;Transmembrane helix;Zymogen,,1
Q9NV58,RN19A_HUMAN,RNF19A,E3 ubiquitin-protein ligase RNF19A,838,"Membrane; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;",ENST00000341084.7;ENST00000519449.5;ENST00000905701.1;ENST00000905703.1;ENST00000905704.1,24,132:Zn(2+);135:Zn(2+);150:Zn(2+);152:Zn(2+);155:Zn(2+);158:Zn(2+);176:Zn(2+);179:Zn(2+);219:Zn(2+);224:Zn(2+);241:Zn(2+);246:Zn(2+);251:Zn(2+);254:Zn(2+);259:Zn(2+);264:Zn(2+);301:Zn(2+);304:Zn(2+);321:Zn(2+);324:Zn(2+);329:Zn(2+);332:Zn(2+);340:Zn(2+);347:Zn(2+),Alternative splicing;Cytoplasm;Cytoskeleton;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transferase;Transmembrane;Transmembrane helix;Ubl conjugation pathway;Zinc;Zinc-finger,,2
O75044,SRGP2_HUMAN,SRGAP2,SLIT-ROBO Rho GTPase-activating protein 2,1071,"Cell membrane; Cell projection, dendritic spine; Postsynaptic density; Postsynaptic cell membrane; Cell projection, lamellipodium; Cytoplasmic vesicle, phagosome; Nucleus; Cytoplasm, cytosol;",ENST00000573034.8;ENST00000934487.1,0,,3D-structure;Cell membrane;Cell projection;Chromosomal rearrangement;Coiled coil;Cytoplasm;Cytoplasmic vesicle;GTPase activation;Membrane;Methylation;Neurogenesis;Nucleus;Phosphoprotein;Postsynaptic cell membrane;Proteomics identification;Reference proteome;SH3 domain;Synapse,;,0
P35580,MYH10_HUMAN,MYH10,Myosin-10,1976,"Cell projection, lamellipodium; Cell membrane;",ENST00000269243.8;ENST00000360416.8;ENST00000379980.8;ENST00000686654.1;ENST00000687178.1;ENST00000688902.1;ENST00000693441.1;ENST00000916044.1;ENST00000916045.1;ENST00000916046.1;ENST00000916047.1;ENST00000916048.1;ENST00000916050.1;ENST00000916051.1;ENST00000916053.1;ENST00000916054.1;ENST00000916055.1;ENST00000916057.1;ENST00000916063.1;ENST00000916064.1;ENST00000916065.1;ENST00000955185.1,1,178:ATP,3D-structure;Acetylation;Actin-binding;Alternative splicing;ATP-binding;Calmodulin-binding;Cell adhesion;Cell membrane;Cell projection;Cell shape;Coiled coil;Disease variant;Host cell receptor for virus entry;Membrane;Methylation;Motor protein;Myosin;Nucleotide-binding;Phosphoprotein;Proteomics identification;Receptor;Reference proteome,;,0
Q05469,LIPS_HUMAN,LIPE,Hormone-sensitive lipase,1076,"Cell membrane; Membrane, caveola; Cytoplasm, cytosol; Lipid droplet;",ENST00000244289.9,0,,3D-structure;Alternative splicing;Cell membrane;Cholesterol metabolism;Cytoplasm;Diabetes mellitus;Hydrolase;Lipid degradation;Lipid droplet;Lipid metabolism;Membrane;Obesity;Phosphoprotein;Proteomics identification;Reference proteome;Steroid metabolism;Sterol metabolism,"Lipodystrophy, familial partial, 6;",0
Q0JRZ9,FCHO2_HUMAN,FCHO2,F-BAR domain only protein 2,810,"Membrane, clathrin-coated pit;",ENST00000430046.7;ENST00000512348.5,0,,3D-structure;Alternative splicing;Coated pit;Coiled coil;Disulfide bond;Endocytosis;Isopeptide bond;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Ubl conjugation,,0
Q86WD7,SPA9_HUMAN,SERPINA9,Serpin A9,417,Secreted; Cytoplasm; Cytoplasm; Cytoplasm; Cytoplasm; Cytoplasm; Membrane;,ENST00000337425.10;ENST00000380365.7;ENST00000424550.6;ENST00000448305.6;ENST00000538527.5;ENST00000674164.1;ENST00000674397.2;ENST00000853989.1,0,,Alternative splicing;Cytoplasm;Glycoprotein;Membrane;Protease inhibitor;Proteomics identification;Reference proteome;Secreted;Serine protease inhibitor;Signal,,0
Q86WK6,AMGO1_HUMAN,AMIGO1,Amphoterin-induced protein 1,493,"Cell membrane; Perikaryon; Cell projection, dendrite; Cell projection, axon;",ENST00000369862.1;ENST00000369864.5;ENST00000887776.1,0,,Cell adhesion;Cell membrane;Cell projection;Developmental protein;Differentiation;Disulfide bond;Glycoprotein;Immunoglobulin domain;Leucine-rich repeat;Membrane;Neurogenesis;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix,,1
Q96HE7,ERO1A_HUMAN,ERO1A,ERO1-like protein alpha,468,"Endoplasmic reticulum membrane; Golgi apparatus lumen; Secreted; Cell projection, dendrite;",ENST00000395686.8,7,187:FAD;189:FAD;200:FAD;252:FAD;255:FAD;287:FAD;300:FAD,3D-structure;Apoptosis;Cell projection;Direct protein sequencing;Disulfide bond;Electron transport;Endoplasmic reticulum;FAD;Flavoprotein;Glycoprotein;Golgi apparatus;Membrane;Oxidoreductase;Phosphoprotein;Proteomics identification;Redox-active center;Reference proteome;Secreted;Signal;Transport,,0
Q15465,SHH_HUMAN,SHH,Sonic hedgehog protein,462,Endoplasmic reticulum membrane; Golgi apparatus membrane; Secreted; Cell membrane;,ENST00000297261.7,12,89:Ca(2+);90:Ca(2+);90:Ca(2+);95:Ca(2+);125:Ca(2+);126:Ca(2+);126:Ca(2+);129:Ca(2+);131:Ca(2+);140:Zn(2+);147:Zn(2+);182:Zn(2+),3D-structure;Autocatalytic cleavage;Calcium;Cell membrane;Developmental protein;Direct protein sequencing;Disease variant;Endoplasmic reticulum;Glycoprotein;Golgi apparatus;Holoprosencephaly;Hydrolase;Lipoprotein;Membrane;Metal-binding;Microphthalmia;Palmitate;Protease;Proteomics identification;Reference proteome;Secreted;Signal;Transferase;Zinc,Microphthalmia/Coloboma 5; Holoprosencephaly 3; Solitary median maxillary central incisor; Triphalangeal thumb with polysyndactyly; Preaxial polydactyly 2; Hypoplasia or aplasia of tibia with polydactyly; Laurin-Sandrow syndrome;,0
Q8N6L0,KASH5_HUMAN,KASH5,Protein KASH5,562,"Nucleus outer membrane; Nucleus; Chromosome, telomere; Nucleus envelope;",ENST00000447857.8,0,,3D-structure;Chromosome;Coiled coil;Disease variant;Meiosis;Membrane;Nucleus;Premature ovarian failure;Proteomics identification;Reference proteome;Telomere;Transmembrane;Transmembrane helix,Spermatogenic failure 88; Premature ovarian failure 22;,1
O00212,RHOD_HUMAN,RHOD,Rho-related GTP-binding protein RhoD,210,Cell membrane; Early endosome;,ENST00000308831.7,24,27:GDP;28:GDP;29:GDP;29:GTP;30:GDP;30:GTP;31:GDP;31:GTP;31:Mg(2+);32:GDP;32:GTP;33:GTP;46:GTP;49:GTP;49:Mg(2+);74:GTP;130:GDP;130:GTP;132:GDP;132:GTP;173:GDP;173:GTP;174:GDP;174:GTP,3D-structure;Cell membrane;Endosome;GTP-binding;Hydrolase;Lipoprotein;Magnesium;Membrane;Metal-binding;Methylation;Nucleotide-binding;Prenylation;Proteomics identification;Reference proteome,,0
P06239,LCK_HUMAN,LCK,Tyrosine-protein kinase Lck,509,"Cell membrane; Cytoplasm, cytosol;",ENST00000333070.4;ENST00000336890.10;ENST00000885193.1;ENST00000885194.1;ENST00000885197.1;ENST00000915389.1;ENST00000915391.1,2,251:ATP;273:ATP,3D-structure;Alternative splicing;ATP-binding;Cell membrane;Chromosomal rearrangement;Cytoplasm;Disease variant;Host-virus interaction;Isopeptide bond;Kinase;Lipoprotein;Membrane;Myristate;Nucleotide-binding;Palmitate;Phosphoprotein;Proteomics identification;Proto-oncogene;Reference proteome;SH2 domain;SH3 domain;Transferase;Tyrosine-protein kinase;Ubl conjugation,; Immunodeficiency 22;,0
Q8WTW4,NPRL2_HUMAN,NPRL2,GATOR1 complex protein NPRL2,380,Lysosome membrane;,ENST00000232501.8,1,78:GDP,3D-structure;Alternative splicing;Disease variant;Epilepsy;GTPase activation;Isopeptide bond;Lysosome;Membrane;Methylation;Proteomics identification;Reference proteome;Tumor suppressor;Ubl conjugation,"; Epilepsy, familial focal, with variable foci 2;",0
Q9UKJ5,CHIC2_HUMAN,CHIC2,Cysteine-rich hydrophobic domain-containing protein 2,165,Cell membrane; Cytoplasmic vesicle;,ENST00000263921.8,0,,3D-structure;Cell membrane;Chromosomal rearrangement;Coiled coil;Cytoplasmic vesicle;Lipoprotein;Membrane;Palmitate;Proteomics identification;Reference proteome,;,0
Q14168,MPP2_HUMAN,MPP2,MAGUK p55 subfamily member 2,576,"Cytoplasm, cytoskeleton; Membrane; Cell projection, dendrite; Postsynaptic density;",ENST00000520305.5,0,,3D-structure;Alternative splicing;Cell projection;Cytoplasm;Cytoskeleton;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;SH3 domain;Synapse,,0
O95249,GOSR1_HUMAN,GOSR1,Golgi SNAP receptor complex member 1,250,Golgi apparatus membrane;,ENST00000225724.9;ENST00000467337.6,0,,Acetylation;Alternative splicing;Coiled coil;ER-Golgi transport;Golgi apparatus;Membrane;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport,,1
Q7L0J3,SV2A_HUMAN,SV2A,Synaptic vesicle glycoprotein 2A,742,"Presynapse; Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;",ENST00000369145.1;ENST00000369146.8;ENST00000904148.1;ENST00000923592.1;ENST00000944295.1,0,,3D-structure;Alternative splicing;Cell projection;Cytoplasmic vesicle;Disease variant;Epilepsy;Glycoprotein;Membrane;Neurotransmitter transport;Phosphoprotein;Proteomics identification;Reference proteome;Synapse;Transmembrane;Transmembrane helix;Transport,Developmental and epileptic encephalopathy 113;,12
Q9NSK7,CS012_HUMAN,C19orf12,Protein C19orf12,141,"Mitochondrion; Mitochondrion membrane; Endoplasmic reticulum; Cytoplasm, cytosol; Lipid droplet;",ENST00000323670.14;ENST00000392275.1;ENST00000392276.1;ENST00000592153.5;ENST00000623113.3;ENST00000890432.1;ENST00000890433.1;ENST00000890434.1;ENST00000890435.1;ENST00000890436.1;ENST00000890437.1;ENST00000890438.1;ENST00000890439.1;ENST00000890440.1;ENST00000890441.1;ENST00000890442.1;ENST00000890443.1;ENST00000890444.1;ENST00000890445.1;ENST00000890446.1;ENST00000890447.1;ENST00000890448.1;ENST00000890449.1;ENST00000890450.1;ENST00000890451.1;ENST00000890452.1;ENST00000946392.1;ENST00000946393.1;ENST00000946394.1;ENST00000946395.1;ENST00000946396.1;ENST00000946397.1;ENST00000946398.1;ENST00000946399.1;ENST00000946400.1;ENST00000946401.1;ENST00000946402.1;ENST00000946403.1,0,,Alternative splicing;Cytoplasm;Disease variant;Endoplasmic reticulum;Hereditary spastic paraplegia;Lipid droplet;Lipid metabolism;Membrane;Mitochondrion;Neurodegeneration;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,"Neurodegeneration with brain iron accumulation 4; Spastic paraplegia 43, autosomal recessive;",1
Q96GW7,PGCB_HUMAN,BCAN,Brevican core protein,911,"Secreted; Secreted, extracellular space, extracellular matrix; Membrane;",ENST00000329117.10;ENST00000361588.5;ENST00000884919.1,0,,Alternative splicing;Disulfide bond;EGF-like domain;Extracellular matrix;Glycoprotein;GPI-anchor;Hyaluronic acid;Immunoglobulin domain;Lectin;Lipoprotein;Membrane;Phosphoprotein;Proteoglycan;Proteomics identification;Reference proteome;Repeat;Secreted;Signal;Sushi,,0
P10114,RAP2A_HUMAN,RAP2A,Ras-related protein Rap-2a,183,"Midbody; Cell projection, lamellipodium membrane; Golgi apparatus; Recycling endosome membrane; Lysosome;",ENST00000245304.5,3,10:GTP;57:GTP;116:GTP,3D-structure;Cell membrane;Cell projection;Endosome;Glycoprotein;Golgi apparatus;GTP-binding;Hydrolase;Lipoprotein;Lysosome;Membrane;Methylation;Nucleotide-binding;Palmitate;Prenylation;Proteomics identification;Reference proteome;Ubl conjugation,,0
Q14CZ8,HECAM_HUMAN,HEPACAM,Hepatic and glial cell adhesion molecule,416,Cytoplasm; Cell membrane;,ENST00000298251.5,0,,3D-structure;Alternative splicing;Cell adhesion;Cell cycle;Cell membrane;Cytoplasm;Disease variant;Disulfide bond;Glycoprotein;Growth arrest;Growth regulation;Immunoglobulin domain;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix,"Megalencephalic leukoencephalopathy with subcortical cysts 2A; Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without impaired intellectual development;",1
P50552,VASP_HUMAN,VASP,Vasodilator-stimulated phosphoprotein,380,"Cytoplasm; Cytoplasm, cytoskeleton; Cell junction, focal adhesion; Cell junction, tight junction; Cell projection, lamellipodium membrane; Cell projection, filopodium membrane;",ENST00000245932.11;ENST00000862924.1,0,,3D-structure;Acetylation;Actin-binding;Cell junction;Cell membrane;Cell projection;Coiled coil;Cytoplasm;Cytoskeleton;Direct protein sequencing;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;SH3-binding;Tight junction,,0
Q8TC36,SUN5_HUMAN,SUN5,SUN domain-containing protein 5,379,Nucleus inner membrane; Golgi apparatus;,ENST00000356173.8,0,,Coiled coil;Differentiation;Disease variant;Glycoprotein;Golgi apparatus;Membrane;Nucleus;Proteomics identification;Reference proteome;Spermatogenesis;Transmembrane;Transmembrane helix,Spermatogenic failure 16;,1
Q93045,STMN2_HUMAN,STMN2,Stathmin-2,179,"Cytoplasm; Cytoplasm, perinuclear region; Cell projection, growth cone; Membrane; Cell projection, axon; Golgi apparatus; Endosome; Cell projection, lamellipodium;",ENST00000220876.12;ENST00000518111.5,0,,Alternative splicing;Cell projection;Coiled coil;Cytoplasm;Direct protein sequencing;Endosome;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Proteomics identification;Reference proteome;Ubl conjugation,,0
